#TC_ID/PC_ID , Testcase_Description , Service_ID , SubService_ID , Expected_Response_Data , Write_Data , Addressing , Format , Status_Mask , Communication_Type , controltype
PC_ID-003 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 AA ,    , Physical , Hex ,    ,    ,   
PC_ID-067 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-632 , DisableRxAndEnableTx Extended session(28 02) , 0x28 , 0x02 , 02 68 02 00 00 00 00 00 ,    , Functional , Hex ,    , 0x03 ,   
PC_ID-067 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-631 , DisableRxAndEnableTx Extended session(28 02) , 0x28 , 0x02 , 02 68 02 00 00 00 00 00 ,    , Functional , Hex ,    , 0x02 ,   
PC_ID-067 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-630 , DisableRxAndEnableTx Extended session(28 02) , 0x28 , 0x02 , 02 68 02 00 00 00 00 00 ,    , Functional , Hex ,    , 0x01 ,   
PC_ID-067 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-629 , EnableRxAndDisableTx Extended session(28 01) , 0x28 , 0x01 , 02 68 01 00 00 00 00 00 ,    , Functional , Hex ,    , 0x03 ,   
PC_ID-067 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-628 , EnableRxAndDisableTx Extended session(28 01) , 0x28 , 0x01 , 02 68 01 00 00 00 00 00 ,    , Functional , Hex ,    , 0x02 ,   
PC_ID-067 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-627 , EnableRxAndDisableTx Extended session(28 01) , 0x28 , 0x01 , 02 68 01 00 00 00 00 00 ,    , Functional , Hex ,    , 0x01 ,   
PC_ID-067 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-626 , Disable Rx and Tx(28 00 ) , 0x28 , 0x00 , 02 68 00 00 00 00 00 00 ,    , Functional , Hex ,    , 0x03 ,   
PC_ID-067 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-625 , Disable Rx and Tx(28 00 ) , 0x28 , 0x00 , 02 68 00 00 00 00 00 00 ,    , Functional , Hex ,    , 0x02 ,   
PC_ID-067 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-624 , Disable Rx and Tx(28 00 ) , 0x28 , 0x00 , 02 68 00 00 00 00 00 00 ,    , Functional , Hex ,    , 0x01 ,   
PC_ID-068 , Start Programming session , 0x10 , 0x02 , 06 50 02 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-067 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-064 , Start Extended session , 0x10 , 0x03 , 0x50 ,    , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
TC_ID-623 , ECU_Supplier_Code_F1_A1_Write RequestOutOfRange , 0x2E , 0xF5A1 , 03 7F 2E 31 00 00 00 00 , 54 45 4C 45 , Physical , Hex ,    ,    ,   
PC_ID-064 , Start Extended session , 0x10 , 0x03 , 0x50 ,    , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
TC_ID-622 , HardwareVersionNumber_F1_93_Write RequestOutOfRange , 0x2E , 0xF593 , 03 7F 2E 31 00 00 00 00 , 00 00 00 00 , Physical , Hex ,    ,    ,   
PC_ID-064 , Start Extended session , 0x10 , 0x03 , 0x50 ,    , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
TC_ID-621 , Vehicle_Manufacturer_ECU_HW_Number_F1_91_Write RequestOutOfRange , 0x2E , 0xF591 , 03 7F 2E 31 00 00 00 00 , 41 2E 30 30 , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-067 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-620 , ECU_Serial_Number_F1_8C_Write(32 Bytes) , 0x2E , 0xF58C , 03 7F 2E 31 00 00 00 00 , 31 31 20 31 33 20 20 20 , Physical , Hex ,    ,    ,   
PC_ID-064 , Start Extended session , 0x10 , 0x03 , 0x50 ,    , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
TC_ID-619 , Manufacturing_F1_8B_Write RequestOutOfRange , 0x2E , 0xF58B , 03 7F 2E 31 00 00 00 00 , 20 25 08 07 , Physical , Hex ,    ,    ,   
PC_ID-064 , Start Extended session , 0x10 , 0x03 , 0x50 ,    , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
TC_ID-618 , Vehicle_Manufacturer_Spare_Part_Number_F1_87_Write RequestOutOfRange , 0x2E , 0xF587 , 03 7F 2E 31 00 00 00 00 , 39 36 37 31 30 47 42 30 32 30 , Physical , Hex ,    ,    ,   
PC_ID-064 , Start Extended session , 0x10 , 0x03 , 0x50 ,    , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
TC_ID-617 , ECU_Supplier_Code_F1_A1_Write IncorrectMessageLength , 0x2E , 0xF1A1 , 03 7F 2E 13 00 00 00 00 , 54 45 4C 45 45 45 , Physical , Hex ,    ,    ,   
PC_ID-064 , Start Extended session , 0x10 , 0x03 , 0x50 ,    , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
TC_ID-616 , HardwareVersionNumber_F1_93_Write IncorrectMessageLength , 0x2E , 0xF193 , 03 7F 2E 13 00 00 00 00 , 00 00 00 00 00 00 , Physical , Hex ,    ,    ,   
PC_ID-064 , Start Extended session , 0x10 , 0x03 , 0x50 ,    , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
TC_ID-615 , Vehicle_Manufacturer_ECU_HW_Number_F1_91_Write IncorrectMessageLength , 0x2E , 0xF191 , 03 7F 2E 13 00 00 00 00 , 41 2E 30 30 30 30 , Physical , Hex ,    ,    ,   
PC_ID-064 , Start Extended session , 0x10 , 0x03 , 0x50 ,    , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
TC_ID-614 , ECU_Serial_Number_F1_8C_Write(32 Bytes) , 0x2E , 0xF18C , 03 7F 2E 13 00 00 00 00 , 31 31 20 31 33 20 20 20 20 20 , Physical , Hex ,    ,    ,   
PC_ID-064 , Start Extended session , 0x10 , 0x03 , 0x50 ,    , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
TC_ID-613 , Manufacturing_F1_8B_Write IncorrectMessageLength , 0x2E , 0xF18B , 03 7F 2E 13 00 00 00 00 , 20 25 08 07 20 20 , Physical , Hex ,    ,    ,   
PC_ID-064 , Start Extended session , 0x10 , 0x03 , 0x50 ,    , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
TC_ID-612 , Vehicle_Manufacturer_Spare_Part_Number_F1_87_Write IncorrectMessageLength , 0x2E , 0xF187 , 03 7F 2E 13 00 00 00 00 , 39 36 37 31 30 47 42 30 32 30 30 12 , Physical , Hex ,    ,    ,   
PC_ID-064 , Start Extended session , 0x10 , 0x03 , 0x50 ,    , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
TC_ID-611 , ECU_Supplier_Code_F1_A1_Write , 0x2E , 0xF1A1 , 0x6E , 54 45 4C 45 , Physical , Hex ,    ,    ,   
PC_ID-064 , Start Extended session , 0x10 , 0x03 , 0x50 ,    , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
TC_ID-610 , HardwareVersionNumber_F1_93_Write , 0x2E , 0xF193 , 0x6E , 00 00 00 00 , Physical , Hex ,    ,    ,   
PC_ID-064 , Start Extended session , 0x10 , 0x03 , 0x50 ,    , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
TC_ID-609 , Vehicle_Manufacturer_ECU_HW_Number_F1_91_Write , 0x2E , 0xF191 , 0x6E , 41 2E 30 30 , Physical , Hex ,    ,    ,   
PC_ID-064 , Start Extended session , 0x10 , 0x03 , 0x50 ,    , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
TC_ID-608 , ECU_Serial_Number_F1_8C_Write(32 Bytes) , 0x2E , 0xF18C , 0x6E , 31 31 20 31 33 20 20 20 , Physical , Hex ,    ,    ,   
PC_ID-064 , Start Extended session , 0x10 , 0x03 , 0x50 ,    , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
TC_ID-607 , Manufacturing_F1_8B_Write , 0x2E , 0xF18B , 0x6E , 20 25 08 07 , Physical , Hex ,    ,    ,   
PC_ID-064 , Start Extended session , 0x10 , 0x03 , 0x50 ,    , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
TC_ID-606 , Vehicle_Manufacturer_Spare_Part_Number_F1_87_Write , 0x2E , 0xF187 , 0x6E , 39 36 37 31 30 47 42 30 32 30 , Physical , Hex ,    ,    ,   
PC_ID-066 , SendKey_ASK_Send(27 02) , 0x27 , 0x02 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-065 , RequestSeed_ASK_Request(27 01) , 0x27 , 0x01 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-064 , Start Extended session , 0x10 , 0x03 , 0x50 ,    , Physical , Hex ,    ,    ,   
PC_ID-063 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-605 , Control input(2F F0 12 03) , 0x2F , 0xF0 0x12 , 03 7F 2F 22 00 00 00 00 ,    , Physical , Hex ,    ,    , 0x03
PC_ID-063 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-604 , Control input(2F F0 12 02) , 0x2F , 0xF0 0x12 , 03 7F 2F 22 00 00 00 00 ,    , Physical , Hex ,    ,    , 0x02
PC_ID-063 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-603 , Control input(2F F0 12 00) , 0x2F , 0xF0 0x12 , 03 7F 2F 22 00 00 00 00 ,    , Physical , Hex ,    ,    , 0x00
PC_ID-063 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-602 , ECU_Supplier_Code_F1_A1_Write Conditions Not Correct , 0x2E , 0xF1A1 , 0x6E , 54 45 4C 45 , Physical , Hex ,    ,    ,   
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-601 , HardwareVersionNumber_F1_93_Write Conditions Not Correct , 0x2E , 0xF193 , 0x6E , 00 00 00 00 , Physical , Hex ,    ,    ,   
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-600 , Vehicle_Manufacturer_ECU_HW_Number_F1_91_Write Conditions Not Correct , 0x2E , 0xF191 , 0x6E , 41 2E 30 30 , Physical , Hex ,    ,    ,   
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-599 , ECU_Serial_Number_F1_8C_Write Conditions Not Correct , 0x2E , 0xF18C , 0x6E , 31 31 20 31 33 20 20 20 , Physical , Hex ,    ,    ,   
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-598 , Manufacturing_F1_8B_Write Conditions Not Correct , 0x2E , 0xF18B , 0x6E , 20 25 08 07 , Physical , Hex ,    ,    ,   
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-597 , Vehicle_Manufacturer_Spare_Part_Number_F1_87_Write Conditions Not Correct , 0x2E , 0xF187 , 0x6E , 39 36 37 31 30 47 42 30 32 30 , Physical , Hex ,    ,    ,   
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-596 , Control output with valid control parameter incorrect length , 0x2F , 0xF0 0x12 0x00 0x003 , 03 7F 2F 13 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-595 , Control output with valid control parameter incorrect length , 0x2F , 0xF0 0x12 0x00 0x02 , 03 7F 2F 13 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-594 , Control output with valid control parameter incorrect length , 0x2F , 0xF0 0x12 0x00 0x00 , 03 7F 2F 13 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-593 , Control input(2F F0 12 03) , 0x2F , 0xF0 0x12 , 04 6F F0 12 03 00 00 00 ,    , Physical , Hex ,    ,    , 0x03
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-592 , Control input(2F F0 12 02) , 0x2F , 0xF0 0x12 , 04 6F F0 12 02 00 00 00 ,    , Physical , Hex ,    ,    , 0x02
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-591 , Control input(2F F0 12 00) , 0x2F , 0xF0 0x12 , 04 6F F0 12 00 00 00 00 ,    , Physical , Hex ,    ,    , 0x00
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-590 , SendKey_ASK_Send(27 12) , 0x27 , 0x12 , 03 7F 27 35 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-589 , Sub function not supported(out ofrange)(27 57) , 0x27 , 0x57 , 03 7F 27 12 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-588 , Incorrect message length(27 11 13) , 0x27 , 0x1112 , 03 7F 27 13 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-587 , Sub function not supported(out ofrange)(27 56) , 0x27 , 0x56 , 03 7F 27 12 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-586 , SendKey_ASK_Send(27 12) , 0x27 , 0x12 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-585 , RequestSeed_ASK_Request(27 11) , 0x27 , 0x11 , 0x67 ,    , Physical , Hex ,    ,    ,   
PC_ID-062 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-061 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 AA ,    , Physical , Hex ,    ,    ,   
TC_ID-584 , RequestSeed_Request(invalid session)(Default)(27 11) , 0x27 , 0x11 , 03 7F 27 7F 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-061 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 AA ,    , Physical , Hex ,    ,    ,   
PC_ID-060 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-583 , ReportSupportedDTC(19 0A) , 0x19 , 0x0A , 02 59 0A 00 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-060 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-582 , reportNumberofDTCByStatusMask(19 01 01) , 0x19 , 0x01 , 03 59 01 09 00 00 00 00 ,    , Physical , Hex , 0x09 ,    ,   
PC_ID-060 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-581 , reportNumberofDTCByStatusMask(19 01 08) , 0x19 , 0x01 , 03 59 01 09 00 00 00 00 ,    , Physical , Hex , 0x09 ,    ,   
PC_ID-060 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-580 , Report DTC by Status mask(19 02) , 0x19 , 0x02 , 03 59 02 09 00 00 00 00 ,    , Physical , Hex , 0x09 ,    ,   
PC_ID-060 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-579 , Report DTC by Status mask(19 02) , 0x19 , 0x02 , 07 59 02 09 96 03 00 08 ,    , Physical , Hex , 0x09 ,    ,   
PC_ID-060 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-578 , Incorrect message length(11 01 01 ) , 0x11 , 0x01 0x05 , 03 7F 11 13 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-060 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-577 , Sub function not supported(out ofrange)(11 08) , 0x11 , 0x08 , 03 7F 11 12 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-060 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-576 , Soft reset , 0x11 , 0x03 , 02 51 03 00 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-060 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-575 , Hard reset , 0x11 , 0x01 , 02 51 01 00 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-060 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-574 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-060 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-573 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-060 , Start Extended session , 0x10 , 0x03 , 06 50 03 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-059 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-572 , ReportSupportedDTC(19 0A) , 0x19 , 0x0A , 02 59 0A 00 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-059 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-571 , reportNumberofDTCByStatusMask(19 01 01) , 0x19 , 0x01 , 03 59 01 09 00 00 00 00 ,    , Physical , Hex , 0x09 ,    ,   
PC_ID-059 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-570 , reportNumberofDTCByStatusMask(19 01 08) , 0x19 , 0x01 , 03 59 01 09 00 00 00 00 ,    , Physical , Hex , 0x09 ,    ,   
PC_ID-059 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-569 , Incorrect message length(19 02 08 01) , 0x19 , 0x020801 , 03 7F 19 13 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-059 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-568 , Subfunction not supported(19 05) , 0x19 , 0x05 , 03 7F 19 12 00 00 00 00 ,    , Physical , Hex , 0x09 ,    ,   
PC_ID-059 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-567 , Incorrect message length (19 02 01) , 0x19 , 0x02 , 07 59 02 09 96 03 00 08 ,    , Physical , Hex , 0x09 ,    ,   
PC_ID-059 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-566 , Report DTC by Status mask(19 02) , 0x19 , 0x02 , 03 59 02 09 00 00 00 00 ,    , Physical , Hex , 0x09 ,    ,   
PC_ID-059 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-565 , Report DTC by Status mask(19 02) , 0x19 , 0x02 , 07 59 02 09 96 03 00 08 ,    , Physical , Hex , 0x09 ,    ,   
PC_ID-059 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-564 , Incorrect message length(11 01 01 ) , 0x11 , 0x01 0x01 , 03 7F 11 13 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-059 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-563 , Sub function not supported(out ofrange)(11 08) , 0x11 , 0x08 , 03 7F 11 12 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-059 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-562 , Soft reset , 0x11 , 0x03 , 02 51 03 00 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-059 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-561 , Hard reset , 0x11 , 0x01 , 02 51 01 00 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-059 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
TC_ID-560 , Incorrect message length(10 01 01 ) , 0x10 , 0x01 0x01 , 03 7F 10 13 00 00 00 00 ,    , Physical , Hex ,    ,    ,   
PC_ID-059 , Start Default session , 0x10 , 0x01 , 06 50 01 00 32 01 F4 00 ,    , Physical , Hex ,    ,    ,   
